entity,times,length,source 
宏达国际联手人人公司,1,10,宏达国际联手人人公司在中国推出新手机
鸿海科技集团旗下公司,1,10,鸿海科技集团旗下公司股价重挫，受中国大陆劳动合同法影响
鸿海科技集团上海总部,1,10,鸿海科技集团上海总部将于2009年底竣工－报导
嘉里集团拟建合资公司,1,10,湖南有色金属公司与嘉里集团拟建合资公司，开发勘探金属资源
湖南有色金属控股集团,1,10,湖南有色金属控股集团收购澳大利亚CompassResources的股权
Protective,1,10,花旗或将Primerica子公司出售给JCFlowers和Protective－报导
花旗集团日本呼叫中心,1,10,花旗集团日本呼叫中心吸引私人资本运营公司的兴趣－消息人士
花旗集团收购华侨银行,1,10,花旗集团收购华侨银行交易的宣布时间被推迟－知情人士
HedgeForum,1,10,花旗集团在亚洲推出HedgeForum投资平台
McCullough,1,10,花旗聘用BrianMcCullough担任亚太金融机构部门董事总经理
Brilliance,1,10,华晨中国汽车(BrillianceChina)财务总监查剑平辞职>CBA
Quiksilver,1,10,华尔街见闻：Quiksilver可能退出滑雪用品市场
华尔街见闻：广告公司,1,10,华尔街见闻：广告公司正在作茧自缚？
华锐风电与土耳其公司,1,10,华锐风电与土耳其公司Agaoglu签署风机供应框架协议－新华社
华润电力广东省风电场,1,10,华润电力广东省风电场开始商业运营
华润水泥控股有限公司,1,10,华润水泥控股有限公司通过香港IPO筹资63.9亿港元－知情人士
华友世纪通讯有限公司,1,10,华友世纪通讯有限公司预计新政策将对其造成负面影响>HRAY
美国私营抵押贷款公司,1,10,汇丰控股收购美国私营抵押贷款公司SolsticeCapital
台湾迪和股份有限公司,2,10,汇丰银行将收购台湾迪和股份有限公司-2-
惠普台湾产品研发中心,1,10,惠普台湾产品研发中心计划扩招100人
吉利汽车签署合资公司,1,10,吉利汽车签署合资公司组建协议，将生产伦敦黑色出租车
北京天海工业有限公司,1,10,加拿大西港公司与北京天海工业有限公司组建天然气瓶合资公司
Atlantique,1,10,家乐福与CoopAtlantique就法国超级市场业务达成合作协议
CapitaLand,2,10,嘉德置地(CapitaLand)建立10亿美元中国私人资本运营基金
StarOffice,1,10,简讯：谷歌开始提供StarOffice下载服务
沃尔沃CEO拒谈公司,1,10,简讯：沃尔沃CEO拒谈公司是否出售的问题
中国信达资产管理公司,1,10,建设银行：中国信达资产管理公司债券延期10年
江西赛维LDK太阳能,5,10,江西赛维LDK太阳能将第三财季收入预期上调至1.4亿-1.5亿美元
贵溪冶炼厂制氧机故障,1,10,江西铜业：贵溪冶炼厂制氧机故障将影响冶炼厂生产
中国东方资产管理公司,2,10,交通银行将入股中国东方资产管理公司－报导
奇瑞汽车组建合资公司,1,10,捷豹路虎与奇瑞汽车组建合资公司计划获中国政府批准
List-Stoll,1,10,卡夫∶List-Stoll将于2014年第一季度接替McLevish担任CFO
Rubenstein,3,10,凯雷投资集团Rubenstein：对与中国徐工机械的交易感到满意
路易斯安娜州贝利查斯,1,10,康菲石油公司关闭路易斯安娜州贝利查斯炼油厂一FCC装置
康菲石油加州一炼油厂,1,10,康菲石油加州一炼油厂发生漏油和起火事故
Bai-Hassan,1,10,康菲石油联合2家中国石油公司竞购Bai-Hassan油田－伊石油部长
康佳集团股份有限公司,2,10,康佳集团股份有限公司三季度净利润人民币1150万元，去年同期为1440万元
PowerPoint,1,10,科技大观：PowerPoint今年20岁
Shearwater,2,10,壳牌：北海布伦特油气田、Shearwater气田运转正常
壳牌尼日利亚合资企业,1,10,壳牌尼日利亚合资企业宣布Bonny原油输送遭遇不可抗力
Wheatstone,1,10,壳牌收购雪佛龙澳大利亚WheatstoneLNG项目股权
空中客车要求航空公司,1,10,空中客车要求航空公司对A380飞机引擎进行检查
Blackwater,1,10,昆士兰Blackwater铁路恢复正常需要数周时间－QRNational
兖州煤业澳大利亚公司,1,10,来宝集团将同意兖州煤业澳大利亚公司与Gloucester的合并
莱斯银行否认有关公司,1,10,莱斯银行否认有关公司将被国有化的传闻－报导
雷诺首席执行长称公司,1,10,雷诺首席执行长称公司计划在中国推出Megane轿车-报导
联邦国民抵押贷款协会,1,10,联邦国民抵押贷款协会任命RobertBlakely为首席财务长>FNM
联想集团董事长称公司,1,10,联想集团董事长称公司计划进军日本消费者市场
布尔津县天润风电股权,1,10,龙源电力：收购布尔津县天润风电股权的交易已完成
绿城中国控股有限公司,2,10,绿城中国控股有限公司将发行美元债券-消息人士
马来西亚国库控股公司,1,10,马来西亚国库控股公司将斥资1.52亿美元入股北控水务集团
马来西亚星洲媒体集团,1,10,马来西亚星洲媒体集团及南洋报业将与香港明报企业合并
迈克尔·戴尔∶私有化,1,10,迈克尔·戴尔∶私有化有助戴尔关注长期目标
麦寮石化基地氢气管道,1,10,麦寮石化基地氢气管道周二发生火灾－台湾云林县政府
CityCenter,1,10,美高梅金殿梦幻对CityCenter项目的付款截止日获债权人宽限
美国参议院财政委员会,1,10,美国参议院财政委员会对居家医疗护理公司展开调查
美国参议院商业委员会,1,10,美国参议院商业委员会通过有利于AT&T和Verizon的法案>TVZ
美国参议院小组委员会,1,10,美国参议院小组委员会计划对谷歌及互联网搜索市场展开调查
美国参议院银行委员会,1,10,美国参议院银行委员会通过了对房利美等房贷机构的改革法案
Beechcraft,1,10,美国德事隆有限公司将竞购Beechcraft-报导
Fitzgerald,1,10,美国公司债：CantorFitzgerald发行规模3亿美元的5年期债券
CDX北美投资级公司,1,10,美国公司债：MarkitCDX北美投资级公司债CDS报141.5个基点
Rentenbank,1,10,美国公司债：Rentenbank为债券定价；思科风险溢价继续收窄
Albertsons,2,10,美国公司债：多家公司本周发债；Albertsons债券获得提振
菲利普莫里斯集团债券,1,10,美国公司债：菲利普莫里斯集团债券一枝独秀
Wethington,1,10,美国国际集团任命OlinWethington担任AIGCos.中国业务董事长
美国国际集团原子公司,1,10,美国国际集团原子公司Alico提议与意大利投保人和解－监管文件
美国联邦存款保险公司,2,10,美国联邦存款保险公司Bair：绝大部分银行都十分安全－CNBC
美国大陆控股有限公司,1,10,美国联合美国大陆控股有限公司称波音飞机订单可能增至310架
中国潍坊联兴炭素公司,1,10,美国铝业与中国潍坊联兴炭素公司签署合资生产意向书
美国气体化工产品公司,1,10,美国气体化工产品公司与中国海洋石油总公司组建合资公司
美国消费品安全委员会,1,10,美国消费品安全委员会对中国石膏板展开调查
美国友邦保险中国公司,1,10,美国友邦保险中国公司：尚无客户因美国国际集团问题取消保单
上海文广新闻传媒集团,1,10,美国在线和上海文广新闻传媒集团将联合提供中文节目
美国证券交易所运营商,1,10,美国证券交易所运营商准备实施新应急计划，确保本周重新开市
美国众议院拨款委员会,1,10,美国众议院拨款委员会投票阻止DubaiPorts交易
MegaClaims,1,10,"美林同意向安然支付2,950万美元就MegaClaims诉讼达成和解"
蒙古煤矿合约竞标公司,1,10,蒙古煤矿合约竞标公司需提交预付金额方案－报导
中国设立基因研究中心,1,10,孟山都执行副总裁：将在中国设立基因研究中心>MON
美国政府接管联合银行,1,10,民生银行在美国政府接管联合银行前曾提出收购申请－报导
Linklaters,1,10,摩根大通：任命Linklaters的邵子力担任中国区首席执行长
摩根大通聘请中金公司,1,10,摩根大通聘请中金公司前CEO出任中国业务副董事长－备忘录
Centennial,1,10,摩根大通已代表中国神华收购CentennialCoal10%股权－报导
美国联邦机构调查公司,1,10,摩根士丹利CEO：不清楚美国联邦机构调查公司衍生品交易一事
摩根士丹利房地产基金,1,10,摩根士丹利房地产基金将出售香港地产－报导
摩根士丹利与中投公司,1,10,摩根士丹利与中投公司就出售股权谈判－《金融时报》
摩托罗拉起诉苹果公司,1,10,摩托罗拉起诉苹果公司iPhone4S侵犯其专利
GreenPrint,1,10,莫博士信箱：为什么选择GreenPrint软件
Cladribine,1,10,默克集团新药Cladribine未获FDA批准>MKGAY
Oosterveld,1,10,穆迪Oosterveld：对欧元的政治承诺无需质疑
南方基金管理有限公司,1,10,南方基金管理有限公司拟推出追踪标准普尔500指数的指数基金
江苏金融租赁有限公司,1,10,南京银行将收购江苏金融租赁有限公司35%的股权
南京银行设立基金公司,1,10,南京银行设立基金公司获批，第二家城商行系基金公司诞生
尼日利亚石油工人工会,2,10,尼日利亚石油工人工会威胁罢工以抗议壳牌重组
ICE-Nasdaq,1,10,纽约泛欧交易所集团董事会拒绝ICE-Nasdaq的收购提议
2012-2021,1,9,2012-2021年“两房”还将花费政府420亿美元－美国会预算办公室
Macquarie,16,9,ABPorts证实收到MacquarieConsortium至少每股840便士的收购提议
Admiralty,1,9,Admiralty与中国武汉钢铁集团签订铁矿石供应协议
Tonkolili,1,9,AfricanMinerals同意山东钢铁向Tonkolili项目投资15亿美元
Petroleum,9,9,AfricanPetroleum正与中国买家商谈股权出售事宜－消息人士
Australia,8,9,AIGLifeAustralia称其资本状况依然良好
Ajinomoto,1,9,Ajinomoto在荷兰的专利权诉讼中胜诉－日本共同社
Allegheny,1,9,AlleghenyEnergy：宾夕法尼亚州环境保护机构对其提起诉讼>AYE
美国证券交易委员会,18,9,Alltel受到美国证券交易委员会非正式调查>AT
Resources,51,9,AltonaResources同中海油就Arckaringa开发达成谅解备忘录
AmberWave,1,9,AmberWave对英特尔提起专利侵权诉讼
Denosumab,1,9,Amgen:第三期临床试验表明Denosumab可提高骨密度>AMGN
欧盟药物顾问委员会,1,9,Amgen将就欧盟药物顾问委员会的负面意见提出上诉>AMGN
Fortescue,50,9,AngloAmerican和中投公司有意收购Fortescue股权－报导
AngloGold,5,9,"AngloGoldAshanti称金价两年内或达每盎司2,200美元"
Terminals,3,9,APMTerminals将牵头负责深圳大铲湾集装箱码头二期工程
Materials,1,9,AppliedMaterials首席执行长：收入持平，因客户保持谨慎>AMAT
Severstal,8,9,Arcelor董事会周三开会讨论Severstal提出的新条件-知情人士
Mordashov,2,9,Arcelor公布与Mordashov终止合并交易的细节条款
浙江凯恩股份子公司,1,9,ArjoWiggins将收购浙江凯恩股份子公司37.7%的股权
Breweries,2,9,AsahiBreweries拟与青岛啤酒在华新建合资公司－日本广播协会
Aurobindo,1,9,AurobindoPharma将把中国子公司控股权出售给中国医药集团
Solutions,3,9,AuthorSolutions将收购iUniverse，交易金额不详
iUniverse,1,9,AuthorSolutions将收购iUniverse，交易金额不详
Ferrovial,1,9,BAA接受Ferrovial发出的190亿美元的收购要约-报导
Polkomtel,2,9,BainCapital与Telenor联手竞购波兰公司Polkomtel－知情人士
Comercial,1,9,BancoComercialPortugues完成以1.79亿欧元出售澳门资产交易
Portugues,2,9,BancoComercialPortugues完成以1.79亿欧元出售澳门资产交易
Populaire,1,9,BanquePopulaire和CaisseD&apos;Epargne证实向政府筹资
Worldwide,3,9,BBCWorldwide达成在中国的首份数字内容协议
Berkshire,33,9,BerkshireHathaway将对中国石油的持股比例减至6.97%
Billabong,4,9,Billabong称美国德太投资提出的收购报价未反映出公司价值
BlackRock,6,9,BlackRock与Highfields成立收购抵押贷款业务的公司PennyMac
BlueCrest,1,9,BlueCrest将关闭旗下规模为5亿美元的一只对冲基金
Greenspan,2,9,BradGreenspan的投资集团计划本周与董事会会晤
Breakaway,1,9,BreakawayResources考虑合作开发镍矿－董事总经理
CaixaBank,2,9,CaixaBank以每股28.99港元价格增持东亚银行股份－港交所
Financial,22,9,CalyonFinancial将与中国中信公司设立合资期货经纪公司
Cambridge,1,9,CambridgePlace将限制基金投资者赎回－《金融时报》
Canaccord,1,9,Canaccord与中国进出口银行合作推出10亿美元的资源基金
Capgemini,1,9,Capgemini：次级抵押贷款危机冲击到印度子公司Kanbay
Capitalia,1,9,Capitalia将与中国伙伴合资成立一家房地产基金-消息人士
Warehouse,2,9,CarphoneWarehouse以3.7亿英镑收购美国在线英国互联网业务
Emergency,1,9,CD&amp;R将斥资约19.4亿美元收购EmergencyMedical
Cuadrilla,1,9,"Centrica收购Cuadrilla页岩气资产,埃克森美孚等遭拒-消息人士"
CheckFree,1,9,CheckFree和微软终止了股东协议>CKFRMSFT
Chieftain,1,9,Chieftain与中工国际将合作开发Tulsequah项目
Tulsequah,1,9,Chieftain与中工国际将合作开发Tulsequah项目
Longchuan,1,9,ChinaNaturalResources收购Longchuan45%股权及矿产勘探权
Precision,1,9,ChinaPrecisionSteel07财年净利润下降；销售额增55%>CPSL
Clearwire,10,9,Clearwire称仍在评估Dish和Sprint分别发出的收购提议
Cleveland,1,9,ClevelandCliffs提议以每股21.50澳元收购Portman的剩余股权
Gasparino,1,9,CNBC电视频道Gasparino：百仕通可能有意入股雷曼兄弟
Coca-Cola,5,9,Coca-ColaEnterprises第三财季利润增37%；上调财年收益预期>CCE
Convergys,1,9,Convergys与台湾威宝电信续签五年外包合约>CVG
Rocklands,6,9,CuDeco与祥光铜业及中钢集团就Rocklands铜矿项目进行谈判
Chartered,1,9,CVCAsia和StandardCharteredPrivateEquity收购Avdel和GEC
中国石油天然气集团,9,9,Daewoo等公司将向中国石油天然气集团子公司出售缅甸天然气
Grosvenor,1,9,DerwentLondon拟出售1-5GrosvenorPlace半数权益
土耳其酒精饮料公司,1,9,Diageo斥资13亿英镑收购土耳其酒精饮料公司MeyIcki
Discovery,8,9,DiscoveryCEO：收购平安健康保险公司股份的价格不到9亿兰特
美国空军加油机合同,2,9,EADS若赢得美国空军加油机合同，厂址将定在亚拉巴马州墨比尔
OneEnergy,1,9,EG：中电控股拟向东京电力出售50%OneEnergy股权
Electrica,2,9,Enel将以8.20亿欧元收购ElectricaMunteniaSud-消息人士
AvalonBay,1,9,EquityResidential和AvalonBay将以65亿美元收购Archstone
Archstone,3,9,EquityResidential在Archstone股权竞购战中处于领先位置
Hutchison,14,9,EssarGrp今日或不会提交对HutchisonEssar的报价-2-
Vedomosti,3,9,EuroSibEnergo计划秋季在香港进行IPO－《Vedomosti》
Evolution,1,9,EvolutionGroup与第一金控在中国成立合资公司
Universal,8,9,FABUniversal与中国未来电视达成数字内容分销协议
Instagram,1,9,"Facebook以2,300万股股票和3亿美元现金收购Instagram－文件"
Retailing,5,9,FastRetailing：退出对BarneysNewYork的竞购
4.15-4.35,1,9,FirstEnergy预计08年非GAAP每股收益4.15-4.35美元，重申07年预期>FE
Flowserve,1,9,Flowserve与中国石化签署战略合作协议>FLS
2.80-2.90,1,9,FPLGroup预计2006财年每股收益2.80-2.90美元>FPL
Fresenius,2,9,FreseniusMedical收购台湾透析服务公司51%的股权
Fullerton,1,9,FullertonFund管理人士：中国可能采取政策措施避免硬著陆
吉尔吉斯坦燃气公司,1,9,Gazprom将收购吉尔吉斯坦燃气公司的控股权－报导
Genentech,3,9,Genentech对Rituxan的第三阶段临床试验研究结果良好>DNA
Gindalbie,14,9,GindalbieMetals：鞍山钢铁集团提出替代性融资建议
Sinosteel,1,9,Gindalbie与SinosteelMidwest签署铁矿石协议并安排首次发运
4.80-5.80,1,9,Glencore将IPO价格区间定在每股4.80-5.80英镑
Microsoft,4,9,GoCorp.创始人针对微软(Microsoft)提起诉讼-《纽约时报》
GrainCorp,1,9,GrainCorp股价飙升40%，接到ArcherDaniel的收购要约
Greenberg,6,9,Greenberg公开发表讲话，为美国国际集团会计“错误”辩护
Whitehall,1,9,GSW和Whitehall提议10亿欧元收购巴克莱的Baubecon组合－报导
Harbinger,2,9,Harbinger即将达成收购OldMutual美国寿险子公司的交易－彭博
Entertain,1,9,Harrah&apos;sEntertain料Apollo、TPG收购交易将于1月28日完成
苏格兰皇家银行集团,9,9,Haste将率私募股权财团竞购苏格兰皇家银行集团保险业务－报导
Community,1,9,HealthManagement同意被竞争对手CommunityHealth收购
Henderson,1,9,HendersonGlobal与摩根大通签署对冲基金服务协议>JPM
Husqvarna,1,9,Husqvarna同意收购正峰工业户外用品业务
Brunswick,1,9,Hydro-Quebec将以47.5亿加元收购NewBrunswickPower多数资产
美国国际贸易委员会,35,9,IBM向美国国际贸易委员会控诉台湾华硕电脑侵犯其专利
BEA系统有限公司,1,9,Icahn：支持甲骨文公司收购BEA系统有限公司>ORCLBEAS
Puri-Buch,1,9,ICICISecurities任命MadhabiPuri-Buch为董事总经理兼CEO
IMoneyNet,1,9,IMoneyNet：截至4月12日当周美货币市场基金净流入167.5亿美元
福建雪津啤酒控股权,2,9,InBev在福建雪津啤酒控股权的竞争战中胜出-消息人士
Insurance,9,9,InsuranceAustralia将收购渤海保险20%股权
中国太平洋财产保险,2,9,InsuranceAustralia与中国太平洋财产保险签署协议
Licensing,1,9,InternationalBrandLicensing就中国市场业务签署协议
Interpark,1,9,Interpark：尚未完成向eBay出售Gmarket股权的正式合约
InterVide,1,9,InterVide将把台湾子公司与友立资讯进行合并>IVII
Istithmar,2,9,Istithmar最终赢得Barneys竞购战
Jefferies,5,9,Jefferies减持欧洲国家主权债务
中国）控股有限公司,1,9,Jefferies将易居（中国）控股有限公司首次评级定为买进>EJ
中国石油集团子公司,3,9,JXEnergy：与中国石油集团子公司签署大阪炼油厂合作协议
Kazakhmys,11,9,Kazakhmys：将于6月29日开始在香港交易所交易
Ekibastuz,1,9,Kazakhmys将收购哈萨克斯坦Ekibastuz发电厂及一座煤矿
Kerkorian,4,9,Kerkorian：欢迎通用汽车批准与雷诺公司和日产汽车会谈>GM
Kilmartin,1,9,Kilmartin破产将令莱斯银行面临至少2亿英镑损失－报导
得克萨斯州帕萨迪纳,1,9,KinderMorgan位于得克萨斯州帕萨迪纳的接收站起火
McClatchy,4,9,KnightRidder股东批准将公司出售给McClatchy的交易>KRIMNI
Lansdowne,1,9,Lansdowne以8.5亿美元出售所持全部高盛集团股票－报导
Hiramatsu,1,9,Livedoor总裁堀江贵文将辞职，Hiramatsu将接任-报导
Claiborne,4,9,LizClaiborne即将出售旗下4个服装品牌－报导
LMESelect,1,9,LME：暂停全球曼氏金融在其LMESelect平台交易和场内交易
纽约泛欧交易所集团,49,9,LME不再考虑由纽约泛欧交易所集团发出的竞购提议
Macarthur,27,9,MacarthurCoal：不打算接受博地能源下调后的收购报价
Malaysian,1,9,MalaysianAirline或将取消空中客车380飞机订单－报导
Manganese,3,9,ManganeseBronze：英国业务未实现盈亏平衡；或采取裁员措施
Bloomberg,1,9,MBIA：可能裁减部分员工－BloombergTV
MedImmune,2,9,MedImmune与NIH共同进行喷雾型禽流感疫苗临床试验>MEDI
Metallica,1,9,MetallicaMinerals：中国昊融集团已将持股比例提高至19.95%
Microchip,1,9,MicrochipTechnology起诉一中国公司侵犯其知识产权
Murchison,10,9,Midwest：中钢集团有望支持其与Murchison合并
Institute,1,9,MilkenInstitute年度会议与会人员称中国拥有应对经济形势变化的手段
NikkoCiti,1,9,MitsubishiUFJTrust将推迟收购NikkoCitiTrust－报导
日本央行政策委员会,1,9,Mizuho前副总裁Noda或将加入日本央行政策委员会-日本共同社
Mongolian,1,9,MongolianMining计划发行6亿美元债券，收益率8.875%
Analytics,6,9,Moody&apos;sAnalytics∶美国财政阻力将加大，但经济增速随後加快
Ultrabook,2,9,Netbook变身Ultrabook卷土重来
Newbridge,1,9,NewbridgeAsia计划出售中国平安股份－合约细则
Education,4,9,NewsIntl出售旗下TSLEducation业务部门，售价2.35亿英镑
Spinnaker,1,9,NorskHydro将以24.5亿美元现金收购SpinnakerExploration
Northeast,1,9,NortheastUtilitie4Q净利润增53%，因支出减少并获利息收益>NU
Novozymes,1,9,Novozymes、中国粮油及中国石化就生物乙醇提炼项目达成协议
FairPrice,1,9,NTUCFairPrice和牛奶国际竞标家乐福新加坡和马来西亚资产
Continent,1,9,OAOSeventhContinent拒绝美国TPG收购其65%股权的要约－报纸
Kallasvuo,1,9,Olli-PekkaKallasvuo将於明年6月1日起担任诺基亚新任CEO
中国铁路物资总公司,2,9,Orix将与中国铁路物资总公司合资建立铁路设备租赁公司-2-
Pantaloon,1,9,PantaloonRetail与数家合作夥伴磋商股份出售事宜
Petrofund,1,9,PennWest将以28.4亿美元收购同行PetrofundEnergyTrust
Broadcast,1,9,Permira收购AsiaBroadcastSatellite多数股权
Satellite,1,9,Permira收购AsiaBroadcastSatellite多数股权
Perpetual,1,9,Perpetual和KKR终止收购谈判，因双方未能就条款达成一致
Persimmon,1,9,Persimmon同意以6.43亿英镑的现金收购Westbury>PSN.LN
Pertamina,6,9,Pertamina和埃克森美孚预计Cepu区块每年收入为33亿美元
Petrobras,20,9,"Petrobras：2010年巴西对中国的石油供应量将升至200,000桶/日"
Petroplus,4,9,PetroplusAG在与贷款银行谈判破裂後宣布将申请破产
中国海洋石油总公司,3,9,PetroVietnam：将与中国海洋石油总公司展开油气合作
Northrock,2,9,Pogo将以18亿美元收购NorthrockResources>PPP-2-
Polymetal,1,9,Polymetal预计2012年金价持稳，卢布升值概率更大
Chemicals,2,9,Potash正洽谈增持IsraelChemicals股权事宜－路透社
Priceline,3,9,Priceline二财季净利润受欧洲业务和酒店服务提振上升8.8%
Primerica,2,9,Primerica进行IPO花旗一个时代的结束
ProSieben,1,9,ProSieben的控股股东同意出售股权
Razorfish,1,9,Publicis最有希望收购微软旗下数字广告公司Razorfish>MSFT
Packaging,2,9,RankGroup出价16亿美元收购GrahamPackaging－知情人士
Investors,2,9,RelationalInvestors将获得惠普公司董事会席位
Houseware,1,9,Retalix接获HomeBuyHouseware的软件安装合同>RTLX
Richfield,2,9,RocklandsRichfield称Jindal将收购出价上调至每股0.56澳元
Transneft,8,9,Rosneft和Transneft将分获中国对俄罗斯贷款的60%和40%－报导
中国石油天然气计划,1,9,Rosneft和中国石油天然气计划在中国建设炼油厂-Prime-Tass
SABMiller,20,9,SABMiller从现有股东手中收购BevCo41.8%的股权
BOE-Hydis,3,9,SamsungSDI考虑收购BOE-Hydis的LCD生产线；但尚未最终确定
Gladstone,5,9,Santos正与荷兰皇家壳牌洽谈GladstoneLNG项目入股事宜－报导
伦敦希思罗机场地勤,1,9,SASGroundServices将向中国国航提供伦敦希思罗机场地勤服务
Advantage,1,9,SEC指控香港企业WellAdvantage涉嫌中海油海外并购内幕案
Machinery,1,9,ShanghaiPrimeMachinery：IPO将最多筹集12.6亿港元
中国电信建合资公司,1,9,SK电讯寻求与中国电信建合资公司，挺进中国移动通讯市场-报导
Starboard,4,9,Smithfield将审议来自Starboard的信函
Sonatrach,1,9,Sonatrach和中国石油天然气集团公司在阿尔及利亚获石油发现
Toquepala,1,9,SouthernCopper旗下秘鲁Toquepala铜矿工人赞成罢工
SouthGobi,1,9,SouthGobiEnergy拟进行香港IPO，正与主权财富基金进行谈判
Travelers,2,9,StPaulTravelers再次否认收购谈判>STA
Stockland,1,9,Stockland与数家公司就资产出售和收购进行谈判
Beverages,3,9,TataGroup考虑出价20亿美元收购AriZonaBeverages－报导
Bluestone,1,9,TataSteel和EssarSteel欲出资收购BluestoneCoal－报导
TeleAtlas,1,9,TeleAtlas正在评估Garmin提出的每股24.50欧元收购要约
TIAA-CREF,1,9,TIAA-CREF出售4家与苏丹相关亚洲石油公司股权－《金融时报》
Mockridge,1,9,TomMockridge据悉已辞去新闻集团英国子公司CEO职务－报导
2001-2004,1,9,TommyHilfiger将重报2001-2004财年业绩>TOM
Alleghany,1,9,Transatlantic将与Alleghany合并，交易价值为34亿美元
Transense,1,9,TransenseTech子公司与青岛软控达成独家分销协议
Transmeta,3,9,Transmeta对英特尔提起专利侵权诉讼>TMTA
TRUenergy,3,9,TRUenergy称目前没有与任何潜在收购方进行谈判
Underhill,1,9,Underhill辞去汇丰银行贱金属交易部门全球主管一职
UniCredit,4,9,UniCredit和Intesa用国家担保债券获取欧洲央行贷款－彭博新闻
意大利国家劳工银行,2,9,Unipol就收购意大利国家劳工银行与西班牙BBVA展开竞争
UTStarcom,1,9,UT斯达康(UTStarcom)就境外违规付款指控展开调查>UTSI
Vallourec,1,9,Vallourec签约入股中国天大石油管材
Chocolate,1,9,VerizonWireless将推出新款LG手机Chocolate>VZ
Telefonia,1,9,Vivendi出价25亿欧元收购PolskaTelefoniaCyfrowa49%股份
WellPoint,2,9,WellPoint即将以65亿美元收购WellChoice-《纽约时报》
Milestone,1,9,WesternPotash获中国合资企业投资，共同开发Milestone项目
Westfield,2,9,Westfield将收购FederatedDepartment15家店面>FD
Federated,2,9,Westfield将收购FederatedDepartment15家店面>FD
美国国际集团董事会,2,9,Willumstad加入美国国际集团董事会；首席营运长Kanak辞职
Networks-,1,9,YouTube洽购视频制作商NextNewNetworks-《纽约时报》
Femtocell,1,9,阿尔卡特朗讯将向中华电信供应Femtocell网络
中国电信上海子公司,1,9,阿尔卡特朗讯接获中国电信上海子公司一份IP/MPLS合约>ALU
中国聚众传媒创始人,2,9,阿里巴巴主席和中国聚众传媒创始人联合成立私募股权投资公司
Chalmette,1,9,埃克森美孚：除Chalmette炼油厂外，其他所有炼油厂正常运营
巴布亚新几内亚政府,1,9,埃克森美孚：与巴布亚新几内亚政府就LNG项目财务条款达成一致
埃克森美孚∶天然气,1,9,埃克森美孚∶天然气时代即将到来
Johansson,1,9,爱立信计划任命LeifJohansson担任董事长
Telcordia,2,9,爱立信将以11.5亿美元收购Telcordia>ERIC
爱立信指控三星公司,1,9,爱立信指控三星公司涉嫌侵犯其手机专利
安联保险：世贸中心,2,9,安联保险：世贸中心保险赔付裁决不会影响其财务状况
安联保险广州分公司,1,9,安联保险广州分公司已获准转为独立子公司
成山钢帘线有限公司,1,9,安赛乐米塔尔将收购荣成成山钢帘线有限公司90%的股权
Zuckerber,1,9,奥巴马周四将会见乔布斯、Schmidt和Zuckerber－FoxBusiness
Liquefied,1,9,澳大利亚LiquefiedNaturalGas暂停Gladstone项目－报导
Michelago,1,9,澳大利亚Michelago在中国的黄金合资企业获得批准
PepinNini,1,9,澳大利亚PepinNini与中国中钢集团签署谅解备忘录
澳大利亚矿业委员会,1,9,澳大利亚矿业委员会：新的矿业税方案是个积极的成果
澳大利亚麦格理银行,10,9,澳大利亚麦格理银行表示未就收购台湾某机场事宜展开谈判
澳大利亚铁矿石公司,1,9,澳大利亚铁矿石公司Fortescue在市场改善之际重启项目建设
拉斯维加斯金沙集团,21,9,澳门政府不打算救助拉斯维加斯金沙集团－报导>LVS
苏格兰皇家银行亚洲,3,9,澳新银行将出价至多30亿美元收购苏格兰皇家银行亚洲业务
苏格兰皇家银行香港,1,9,澳新银行完成对苏格兰皇家银行香港业务的收购
中国天津市商业银行,1,9,澳新银行预计周二将同中国天津市商业银行签署协议
澳矿业税咨询委员会,1,9,澳政府称澳矿业税咨询委员会将在9月20日至21日召开首次会议
Broadbent,2,9,巴克莱：副董事长Broadbent将退休，并将出任乐购董事长
Oppenheim,1,9,巴克莱集团无意收购Sal.Oppenheim旗下投行业务－报导
Engelhard,1,9,巴斯夫(BASF)将以每股39美元收购安格(Engelhard)>EC
巴西矿业界呼吁政府,1,9,巴西矿业界呼吁政府对中国采取更为强硬的立场
Goldstein,1,9,白宫：奥巴马将提名Goldstein担任财政部副部长
Wikipedia,1,9,百度在线效仿Wikipedia推出中文互联网百科全书
Schweppes,2,9,百仕通集团和LionCapital收到针对OranginaSchweppes的提议
百仕通集团旗下公司,1,9,百仕通集团旗下公司将以现金16亿美元收购O>O
Nuziveedu,1,9,"百仕通计划向NuziveeduSeeds投资5,000万-8,000万美元－报导"
Movielink,1,9,百视达公司即将收购数码电影下载服务公司Movielink>BBI
SpinBrush,1,9,宝洁：欧盟批准其同吉列合并；将出售SpinBrush电动牙刷业务
中国人寿保险（集团,1,9,保监会任命主席助理袁力担任中国人寿保险（集团）总裁
2.35-2.40,1,9,北京北辰实业A股发行指导区间为每股人民币2.35-2.40元
北京产权交易所计划,1,9,北京产权交易所计划向中国光大集团出售股权－报导
2009-2010,1,9,北京车展：比亚迪计划2009-2010年在中国销售电动汽车
Singapore,3,9,北京华联集团收购SeiyuSingapore，著眼于拓展东南亚市场
贝克休斯∶11月份,1,9,贝克休斯∶11月份国际钻井平台数量同比增6.9%
贝克休斯∶上周美国,1,9,贝克休斯∶上周美国天然气井数量增加7座
