entity,times,length,source 
945.00美元,2,8,伦敦黄金下午定盘价为每盎司945.00美元(前日为959.75美元)
959.75美元,2,8,伦敦黄金下午定盘价为每盎司945.00美元(前日为959.75美元)
947.50美元,2,8,伦敦黄金下午定盘价为每盎司947.50美元(前日为953.75美元)
953.75美元,2,8,伦敦黄金下午定盘价为每盎司947.50美元(前日为953.75美元)
950.00美元,1,8,伦敦黄金下午定盘价为每盎司950.00美元(前日为947.50美元)
951.00美元,2,8,伦敦黄金下午定盘价为每盎司951.00美元(前日为945.00美元)
956.00美元,1,8,伦敦黄金下午定盘价为每盎司953.75美元(前日为956.00美元)
957.75美元,2,8,伦敦黄金下午定盘价为每盎司957.75美元(前日为951.00美元)
975.50美元,2,8,伦敦黄金下午定盘价为每盎司975.50美元(前日为957.75美元)
981.75美元,1,8,伦敦黄金下午定盘价为每盎司981.75美元(前日为975.50美元)
伦敦经济学院院长,1,8,伦敦经济学院院长受卡扎菲牵连辞职
TMXGroup,1,8,伦敦证交所和TMXGroup将进行全股票合并
MabThera,1,8,罗氏(Roche)：抗癌药品美罗华(MabThera)为关节炎患者带来福音
洛佩兹土库曼斯坦,2,8,洛佩兹土库曼斯坦献唱中石油或受益？（上）
马鞍山钢铁母公司,1,8,马鞍山钢铁母公司将持股比例增至56.88%；或将买入更多股票
马多夫公司CFO,1,8,马多夫公司CFO认罪
马多夫骗局受害人,1,8,马多夫骗局受害人有望在一个月内追回部分现金－彭博资讯
马多夫欺诈案规模,1,8,马多夫欺诈案规模仍在调查中
马来西亚CIMB,1,8,马来西亚CIMB向竞争对手南方银行发出敌意收购要约
马来西亚大众银行,1,8,马来西亚大众银行将收购香港亚洲商业银行-消息人士
香港亚洲商业银行,1,8,马来西亚大众银行将收购香港亚洲商业银行-消息人士
马来西亚丰隆银行,1,8,马来西亚丰隆银行购入中国成都市商业银行19.99%股份
马来西亚公司云顶,1,8,马来西亚公司云顶将以1.553亿美元收购中国电厂
1.553亿美元,1,8,马来西亚公司云顶将以1.553亿美元收购中国电厂
马来西亚联昌国际,1,8,马来西亚联昌国际欲收购南方银行，成败关键或在新加坡股东
全球伊斯兰银行业,1,8,马来西亚希望在全球伊斯兰银行业扮演重要角色
42.6亿林吉特,1,8,马来亚银行计划斥资42.6亿林吉特收购金英控股
迈阿密机场航站楼,1,8,迈阿密机场航站楼重新开放，此前检查排除炸弹可能
麦当劳2010年,1,8,麦当劳2010年将扩大俄罗斯业务－报导
麦当劳日本子公司,1,8,麦当劳日本子公司：3月份同店销售额同比下降7.3%
3月份同店销售额,1,8,麦当劳日本子公司：3月份同店销售额同比下降7.3%
台湾基础设施项目,1,8,麦格理银行对于投资台湾基础设施项目感兴趣-政府官员助理
麦格理银行子公司,1,8,麦格理银行子公司出价收购哥本哈根机场股权
Sun首席执行长,1,8,麦克尼利将辞去Sun首席执行长一职
基地氢气管道周二,1,8,麦寮石化基地氢气管道周二发生火灾－台湾云林县政府
曼氏金融客户资金,1,8,曼氏金融客户资金去向何方
08年位元发货量,1,8,茂德科技：08年位元发货量增长预期由50%下调至40%
34.6亿元股票,1,8,茂德科技出售新台币34.6亿元股票，与韩国海力士结成战略合作
太阳能电池发货量,1,8,"茂迪股份董事长：太阳能电池发货量将大幅增长,但价格可能疲软"
奔驰7月汽车销量,1,8,梅赛德斯-奔驰7月汽车销量增17%，受中国销量强劲提振
小天鹅A股份事宜,1,8,美的电器：收购小天鹅A股份事宜获国资委批准
尼日利亚公司工人,1,8,美孚(Mobil)尼日利亚公司工人罢工进入第二天；没有进行谈判
全球保险台湾业务,2,8,美孚建设拟斥资逾新台币10亿元收购全球保险台湾业务-消息人士
综述∶九年来行情,2,8,美股10月综述∶九年来行情最好的一月(上)
Appleton,1,8,美光科技：首席执行长StevenR.Appleton因飞机坠毁身亡
1.75万亿美元,1,8,美国09财年联邦预算赤字将达1.75万亿美元－官员
美国3月份零售额,1,8,美国3月份零售额意外强劲
美国Costco,1,8,美国Costco将投资新台币300亿元在台湾增开20家分店－报导
08年一季度以来,1,8,美国IPO市场在第三季度回暖，交易数量为08年一季度以来最高
Hartford,2,8,美国财政部：计划出售所持Hartford和林肯国民集团的认股权证
银行3月份贷款额,1,8,美国财政部：接受联邦政府救助的银行3月份贷款额下降
美国财政部长斯诺,2,8,美国财政部长斯诺：并不认为工资增加会导致物价压力上升
美国财政部发言人,1,8,美国财政部发言人：CFIUS批准东芝公司收购西屋电气的交易
美国国际集团股权,1,8,美国财政部将宣布出售美国国际集团股权的计划－报导
美国国际集团股票,1,8,美国财政部料从美国国际集团股票出售中获得额外7.5亿美元收入
美国财政部上周五,1,8,美国财政部上周五向金融机构注资335.6亿美元
汽车零部件供应商,3,8,美国财政部推出50亿美元的汽车零部件供应商支持计划
美国国际集团股份,1,8,美国财政部宣布启动所持美国国际集团股份的第三轮发售
12-15个月内,1,8,美国财政部宣布未来12-15个月内剥离通用汽车股份
美国参议院委员会,2,8,美国参议院委员会表决同意取消石油泄漏损失赔偿上限
拉丁美洲公司股价,1,8,美国存托凭证：ADR收盘走高，受拉丁美洲公司股价走高提振
德国商业信心指数,1,8,美国存托凭证：ADR收盘走高，因德国商业信心指数乐观
意大利国债收益率,1,8,美国存托凭证：ADR走低，受意大利国债收益率上升拖累
欧洲主权债务危机,1,8,美国存托凭证：ADR走低，因欧洲主权债务危机升级
西班牙国债收益率,1,8,美国存托凭证：ADR走低，因意大利和西班牙国债收益率飙升
大公司CEO薪酬,1,8,美国大公司CEO薪酬连续两年下滑
大公司高管退休金,1,8,美国大公司高管退休金增加
大公司季度销售额,1,8,美国大公司季度销售额或出现三年来首次下滑
美国大陆航空公司,1,8,美国大陆航空公司将从休斯顿办公室裁员500人－报导
季度报业广告收入,1,8,美国第四季度报业广告收入下降2.2%
索尼双屏平板电脑,1,8,美国电话电报将成为索尼双屏平板电脑的移动宽频服务供应商
美国电影行业组织,1,8,美国电影行业组织：中国搜狐公司在电影下载诉讼中败诉
谷歌数字图书协议,1,8,美国对谷歌数字图书协议的调查升温
三星专利侵权案中,1,8,美国法院下调苹果在三星专利侵权案中获得的赔偿金额
SwissAir,1,8,美国反垄断机构批准汉莎航空公司收购SwissAir>LHA.XE
伊斯兰影片拍摄者,1,8,美国反伊斯兰影片拍摄者被捕
TARP项下资金,1,8,美国各银行争相偿还TARP项下资金－《金融时报》
LabIndia,1,8,美国公司LifeTechnologies将收购LabIndia部分股权－报导
明年上半年销售额,1,8,美国公司首席执行长们预计明年上半年销售额、投资增长-调查
20亿美元碳酸钾,1,8,美国公司与中国企业签订20亿美元碳酸钾出售协议
Embarq债券,1,8,美国公司债：Embarq债券发行成为市场关注焦点
高等级公司债市场,1,8,美国公司债：高等级公司债市场发行活动增加
美国信贷市场强势,1,8,美国公司债：美国信贷市场强势依旧，未受股票市场下跌影响
美国信贷市场走势,1,8,美国公司债：美国信贷市场走势平稳，关注本周经济数据
汽车生产商公司债,1,8,美国公司债：市场走弱，汽车生产商公司债领跌
公司债假日前走势,1,8,美国公司债：投资级公司债假日前走势平静
恐慌情绪主导市场,1,8,美国公司债：投资者恐慌情绪主导市场，主要指数创纪录新低
信贷市场风险溢价,1,8,美国公司债：信贷市场风险溢价持续扩大
银行类公司债走势,1,8,美国公司债：银行类公司债走势最为疲弱
英国石油债券价格,1,8,美国公司债：英国石油债券价格走高
债券风险溢价尾盘,1,8,美国公司债：周五交投淡静，默克债券风险溢价尾盘扩大
美国共和党预算案,1,8,美国共和党预算案若获通过，将给企业界带来广泛影响
2000年10月,2,8,美国股市走高；那指创2000年10月来最高收盘点位
辉瑞公司业绩报告,1,8,美国股指期货走低，关注辉瑞公司业绩报告及3月工厂订单数据
中国去年4月以来,1,8,美国官员：中国去年4月以来在保护知识产权方面没有取得进展
墨西哥湾平台人员,1,8,美国官员∶墨西哥湾平台人员在油井失控後安全撤离
美国国防部长盖茨,1,8,美国国防部长盖茨：反对由波音和EADS分享加油机合同
富士火灾海上保险,1,8,美国国际集团：富士火灾海上保险面临的索赔对公司影响极小
美国国际集团飞机,1,8,美国国际集团飞机租赁子公司收到出价较低的收购提议－报导
美国国际集团股东,1,8,美国国际集团股东把矛头指向董事会薪酬委员会>AIG
董事会薪酬委员会,1,8,美国国际集团股东把矛头指向董事会薪酬委员会>AIG
美国国际集团计划,2,8,美国国际集团计划出售南山人寿部分股权－管理人士
美国国际集团今年,1,8,美国国际集团今年将考虑如何处置所持友邦保险股份－CEO
850亿美元政府,1,8,美国国际集团可能出售逾15家子公司来偿还850亿美元政府贷款
150亿美元资产,1,8,美国国际集团年底前或出售价值150亿美元资产－《金融时报》
美国国际集团台湾,1,8,美国国际集团台湾非寿险保险子公司裁员并缩减服务点数量-报导
夏普LCD专利权,1,8,美国国际贸易委员会裁定三星电子侵犯夏普LCD专利权－路透社
Xbox专利案中,1,8,美国国际贸易委员会裁定微软在与谷歌的Xbox专利案中胜诉
宏达国际专利权案,1,8,美国国际贸易委员会推迟对苹果-宏达国际专利权案作出裁定
美国国家飓风中心,1,8,美国国家飓风中心：Fay或将在抵达佛罗里达半岛前增强为飓风
空中客车飞机方向,1,8,美国航空管理局要求加大对空中客车飞机方向舵的检查力度
瑞信前交易员债券,1,8,美国检方拟指控瑞信前交易员债券欺诈
美国建筑师事务所,1,8,美国建筑师事务所跨越太平洋找业务
11.75亿美元,1,8,美国将为处置通用汽车业务提供11.75亿美元融资－彭博资讯
美国金融业监管局,3,8,美国金融业监管局对周一Groupon业绩公布前股价飙升进行调查
美国跨国公司国内,2,8,美国跨国公司国内裁人国外招人（上）
美国垃圾债收益率,1,8,美国垃圾债收益率创出历史新低
西弗吉尼亚州矿难,1,8,美国劳工部长：联邦安全机构将对西弗吉尼亚州矿难展开调查
丰田汽车电子故障,1,8,美国联邦监管机构扩大对丰田汽车电子故障的调查
DRAM晶片市场,1,8,美国联邦贸易委员会：Rambus在DRAM晶片市场存在垄断行为>RMBS
美国零售商1月份,1,8,美国零售商1月份销售业绩总体较好
美国零售商7月份,1,8,美国零售商7月份销售状况喜忧参半
美国零售商百思买,1,8,美国零售商百思买削减英国开店计划规模－《金融时报》
美国零售商感恩节,1,8,美国零售商感恩节提前促销策略初战告捷
2011年铝需求,1,8,美国铝业管理人士：工业复苏将推动2011年铝需求增长12%
外资金融信息公司,1,8,美国贸易代表称中国同意取消针对外资金融信息公司的限制
美国煤炭巨头立意,1,8,美国煤炭巨头立意发掘中国市场
56.1万桶战略,1,8,美国能源部进一步向康菲石油提供56.1万桶战略储备石油
25万桶战略石油,1,8,美国能源部批准Citgo借出25万桶战略石油储备原油的请求
美国企业贷款需求,1,8,美国企业贷款需求增加银行开闸放贷
美国企业利润增速,1,8,美国企业利润增速远未恢复正常
美国汽车厂家销量,1,8,美国汽车厂家销量下滑丰田在美首超福特
美国沙门氏菌疫源,1,8,美国沙门氏菌疫源调查锁定花生酱
美国圣路易斯联邦,5,8,美国圣路易斯联邦储备银行行长Poole：Fed目标利率水平适宜-2-
美国食品企业计划,1,8,美国食品企业计划大幅上调产品价格－《金融时报》
摩根大通能源业务,1,8,美国司法部著手调查摩根大通能源业务-知情人士
美国西北航空公司,1,8,美国西北航空公司发生炸机未遂事件
美国西南航空客机,1,8,美国西南航空客机降落时前起落架损毁-FAA
美国消费品生产商,1,8,美国消费品生产商放眼中国等新兴市场
美国写字楼空置率,1,8,美国写字楼空置率触及五年最低点
英国石油以外公司,1,8,美国寻求借用英国石油以外公司的资产帮助回收泄漏原油
AlexTang,1,8,美国银行/美林聘请AlexTang为东南亚股权执行部门主管>BAC
中国证券资本市场,1,8,美国银行/美林聘任高盛的EdmundSim担任中国证券资本市场主管
美国银行监管部门,1,8,美国银行监管部门关闭IndyMacBancorp，FDIC接管其业务
澳大利亚机构业务,1,8,美国银行将关闭澳大利亚机构业务－报导
Meissner,1,8,美国银行将任命Meissner担任旗下投资银行部门的唯一负责人
103.5亿美元,1,8,美国银行将向房利美支付103.5亿美元，就抵押贷款索赔达成和解
380亿美元股票,2,8,美国银行可能将以380亿美元股票收购美林－报导
友邦保险IPO簿,1,8,美国银行美林、瑞信和瑞银被聘为友邦保险IPO簿记行-知情人士
香港IPO交易中,3,8,美国友邦保险不会在香港IPO交易中发售新股－合约细则
美国友邦保险公司,1,8,美国友邦保险公司力争今年年底前在香港上市－报导
美国国际集团问题,1,8,美国友邦保险中国公司：尚无客户因美国国际集团问题取消保单
美国友邦保险周三,1,8,美国友邦保险周三可能宣布计划在香港进行首次公开募股－报导
300亿美元战机,1,8,美国与沙特达成300亿美元战机出售协议
10.56亿美元,1,8,美国在线以10.56亿美元向微软出售专利
美国债券市场风险,2,8,美国债券市场风险增加（上）
西蓝公司前CEO,1,8,美国证券交易委员会指控西蓝公司前CEO隐瞒贷款去向
墨西哥湾漏油事故,3,8,美国政府对墨西哥湾漏油事故应对迟缓（上）
A123旗下资产,1,8,美国政府批准万向集团收购A123旗下资产－知情人士
克莱斯勒明年之前,1,8,美国政府汽车业高级顾问：克莱斯勒明年之前不会进行IPO
政府汽车业工作组,1,8,美国众议院将考虑寻求获得政府汽车业工作组相关沟通信息
美国众议院委员会,2,8,美国众议院委员会将于8月休会期就英国石油漏油召开听证会
Malhotra,1,8,美林公司任命Malhotra为亚洲区私人银行业务新任主管>MER
亚洲股票市场业务,1,8,美林公司任命亚洲股票市场业务新负责人－备忘录
Parmalat,1,8,"美林公司与Parmalat达成和解，将向后者支付2,910万欧元"
100亿美元资产,1,8,美林或再计入100亿美元资产冲销－CNBC电视频道
台湾区首席执行长,1,8,美林任命李玉秋为台湾区首席执行长，以扩大在台业务规模
明年全球经济增速,3,8,美银美林预计明年全球经济增速约为3.5%
ISM制造业数据,1,8,美元在疲软的ISM制造业数据发布後跌破100日圆关口
孟加拉制衣厂大火,1,8,孟加拉制衣厂大火引发街头抗议
孟加拉制衣厂大楼,1,8,孟加拉制衣厂大楼倒塌至少145人死亡
米塔尔首席执行长,3,8,米塔尔首席执行长：对Arcelor出价的调整会非常小
明基电通客户数量,1,8,明基电通客户数量回升-首席执行长
25亿美元ADR,1,8,摩根大通公司和高盛集团共同承销台积电25亿美元ADR－报导
全球企业银行业务,1,8,摩根大通将推出全球企业银行业务－《金融时报》
Cazenove,2,8,摩根大通将于周四宣布收购Cazenove的交易－《金融时报》
英国前首相布莱尔,1,8,摩根大通聘请英国前首相布莱尔担任公司高级顾问>JPM
中金公司前CEO,1,8,摩根大通聘请中金公司前CEO出任中国业务副董事长－备忘录
长InaDrew,1,8,摩根大通首席投资长InaDrew即将离职；Zames将接任该职位
摩根士丹利CEO,3,8,摩根士丹利CEO：2014年前的支出可能会减少16亿美元左右
摩根士丹利CFO,2,8,摩根士丹利CFO：截至第三财季末欧债净敞口21亿美元
董事长Lynch,1,8,摩根士丹利副董事长Lynch将离职
EMEA股票计划,1,8,摩根士丹利将把其EMEA股票计划服务业务出售给Computershare
房屋净值信贷额度,1,8,摩根士丹利将冻结房屋净值信贷额度－彭博资讯
摩根士丹利前高管,1,8,摩根士丹利前高管承认行贿中国官员
SeanChao,1,8,摩根士丹利任命SeanChao担任台湾业务首席执行长
ArchCoal,1,8,摩根士丹利以估值为由将ArchCoal评级由增持下调到中性>ACI
Motorola,2,8,摩托罗拉(Motorola)计划推出手机钱包功能
摩托罗拉Xoom,1,8,摩托罗拉Xoom为什么比iPad贵
摩托罗拉杭州工厂,1,8,摩托罗拉杭州工厂将停止生产手机－报导
网络基础设施业务,1,8,摩托罗拉酝酿剥离移动网络基础设施业务－《金融时报》
Access程序,1,8,莫博士信箱：Access程序与Mac电脑
BootCamp,2,8,莫博士信箱：BootCamp或只是昙花一现
Firefox下,1,8,莫博士信箱：Firefox下使用雅虎电子邮件的问题
iPhone3G,1,8,莫博士信箱：iPhone3G的省电窍门
iPhone电池,1,8,莫博士信箱：iPhone电池必须每月耗完一次？
iPodnano,2,8,莫博士信箱：iPodnano有何新功能？
iPod音乐版权,1,8,莫博士信箱：iPod音乐版权保护问题
苹果iPad电池,1,8,莫博士信箱：苹果iPad电池可拆卸吗?
Vista旗舰版,1,8,莫博士信箱：如何购买预装Vista旗舰版的电脑
Mac电脑上实时,1,8,莫博士信箱：如何在Mac电脑上实时收看高清电视
苹果笔记本电脑上,1,8,莫博士信箱：如何在苹果笔记本电脑上进行右键及卷动操作
微软Office,1,8,莫博士信箱：体验微软Office2007
Vista家用版,1,8,莫博士信箱：虚拟机与Vista家用版无缘
莫博士信箱∶怎样,1,8,莫博士信箱∶怎样把MacBook里的幻灯片刻录到CD上？
MacBook里,1,8,莫博士信箱∶怎样把MacBook里的幻灯片刻录到CD上？
3.5%票面息率,1,8,墨西哥AmericaMovil以3.5%票面息率发售3年期离岸人民币债券
墨西哥Pemex,1,8,墨西哥Pemex：飓风迪安将在美东时间下午2点前到达油气产区
MunichRe,1,8,慕尼黑再保险(MunichRe)重申无意收购中国再保险股权
建业地产信用状况,1,8,穆迪：地块收购交易对佳兆业集团和建业地产信用状况不利
2011年GDP,1,8,穆迪：泰国洪灾可能把该国2011年GDP拉低2%
200亿美元债务,1,8,穆迪∶迪拜或无法偿还2014年到期的200亿美元债务，将需要延期
两家塞浦路斯银行,1,8,穆迪下调两家塞浦路斯银行评级，因希腊有退出欧元区的风险
高层人士计划下月,1,8,那斯达克高层人士计划下月会见伦敦证交所高管>NDAQ
耐克计划2017,1,8,耐克计划2017财年前实现360亿美元收入
格林威治时间周四,2,8,南方航空：将于格林威治时间周四0630恢复交易
A380飞机订单,1,8,南方航空：没有取消或推迟A380飞机订单的计划
南方航空A380,1,8,南方航空A380因机械故障停飞
南方航空财务总监,1,8,南方航空财务总监∶仍在就合作运营A380航线与中国国航谈判
阿根廷子公司股权,1,8,南非标准银行称阿根廷子公司股权出售在正常进行
Massmart,1,8,南非竞争法庭将于周二就沃尔玛和Massmart合并交易作出裁定
南山人寿保险公司,1,8,南山人寿保险公司将发行新台币472亿元新股
美国西海岸炼油厂,1,8,能源要事：美国西海岸炼油厂全力应对阿拉斯加减产的考验
尼日利亚MEND,1,8,尼日利亚MEND宣称对壳牌输油管道枢纽附近的袭击事件负责
尼日利亚NNPC,1,8,尼日利亚NNPC与壳牌子公司签署31亿美元的石油融资协议
尼日利亚劳工工会,1,8,尼日利亚劳工工会将在石油工人安全状况得不到改善情况下罢工
尼日利亚石油部长,5,8,尼日利亚石油部长：尼日利亚原油日产量保持在150万桶/天
尼日利亚石油工会,3,8,尼日利亚石油工会：暂停在雪佛龙的罢工－路透社
尼日利亚石油工人,2,8,尼日利亚石油工人罢工或令雪佛龙当地子公司日产量减70万桶
尼日利亚武装组织,6,8,尼日利亚武装组织：将对跨撒哈拉输气管道项目发动袭击
22.6万桶原油,1,8,尼日利亚油田遭袭，壳牌中断生产22.6万桶原油/日-消息人士
1月份保证金债务,1,8,纽交所：1月份保证金债务增加4.7%；再达金融危机以来新高
G20会议前行情,3,8,纽约汇市早盘：美元受数据影响走低，G20会议前行情波动
主权债务问题压力,3,8,纽约汇市早盘：欧元大幅下挫；主权债务问题压力依旧
1.4000美元,1,8,纽约汇市早盘：欧元兑美元继续走高，突破1.4000美元-2-
欧元区GDP数据,3,8,纽约汇市早盘：欧元兑美元微跌，欧元区GDP数据影响不大
1.50美元上方,2,8,纽约汇市早盘：欧元坚守1.50美元上方；投资者等待美国数据-2-
1.50美元附近,3,8,纽约汇市早盘：欧元徘徊在1.50美元附近，因全球股市上扬
3.069亿元,1,7,燕京啤酒2006年净利润人民币3.069亿元，去年同期为2.768亿元
海上天然气项目,1,7,印度GSPC选中8家公司竞标参股海上天然气项目－报导
核危机日本政府,2,7,应对核危机日本政府从东京电力“夺权”（上）
英国石油CEO,2,7,英国石油CEO：资产出售将令石油和天然气日产量降至350万桶
芝加哥10月份,1,7,芝加哥10月份采购经理人指数降至5月份以来最低水平
中国北大荒计划,1,7,中国北大荒计划发行人民币15亿元5年期可转债
中国不锈钢产量,1,7,中国不锈钢产量下调的传言加重镍市场负面人气
中国国土资源部,2,7,中国国土资源部∶第二季度居住地价加速上涨
IPO大潮定价,1,7,中国环保IPO大潮定价是关键（下）
中国太阳能类股,1,7,中国太阳能类股在美期权交投活跃
高全球煤炭市场,2,7,中国需求推高全球煤炭市场（上）
中国甘肃省电力,1,7,重发：中国甘肃省电力投资集团将发9亿元365天期融资券
中国中海集装箱,2,7,重发：中国中海集装箱运输股份2006年净利润下降76%
金融危机责任费,1,7,“金融危机责任费”或导致通用电气今年上缴逾8亿美元税款
常春藤大学球员,1,7,“林旋风”让常春藤大学球员争提当年勇
格罗斯12月份,1,7,“债券之王”格罗斯12月份增持美国国债，减持MBS
会议纪要现中国,1,7,“走光”会议纪要现中国改革辩论
2011年全球,2,7,《巴伦周刊》：2011年全球30位最佳CEO（上）
周末北美票房榜,1,7,《德州电锯杀人狂3D》周末北美票房榜夺冠
三周北美票房榜,1,7,《黑暗骑士崛起》连续三周北美票房榜夺冠
年度技术创新奖,1,7,《华尔街日报》2009年度技术创新奖揭晓
Steiger,2,7,《华尔街日报》Steiger称默多克的收购不会影响到对中国的报导
德意志银行股票,1,7,《金融时报》：德意志银行股票评级被下调，股价触及5年低点
2006年日本,1,7,《日本经济新闻》：预计2006年日本对中国的直接投资将下降
迷航∶暗黑无界,1,7,《星际迷航∶暗黑无界》登顶美国票房榜
08年原油价格,1,7,08年原油价格或进一步下跌，受需求骤降影响－雷曼兄弟
14家航运公司,1,7,14家航运公司将上调亚洲-美国航线运费费率－行业论坛
15家国际公司,1,7,15家国际公司有意参与伊拉克气田项目竞标－官员
伊拉克气田项目,1,7,15家国际公司有意参与伊拉克气田项目竞标－官员
"9,000亿元",2,7,"1月份前两周中国银行业信贷投放近人民币9,000亿元－报导"
2005年全球,1,7,2005年全球发债规模较2004年增长5%-Dealogic
2005年亚洲,1,7,2005年亚洲创新奖：铜奖－安捷伦科技
2007年中国,1,7,2007年中国取代南非成为全球最大的黄金生产国
2008年中国,2,7,2008年中国500强企业净利润首次超过美国500强－调查
2009年金价,1,7,2009年金价向何处去？
2009年中国,1,7,2009年中国的精炼铜消费量将增长2%－江西铜业股份
2011年增幅,1,7,2010年欧元区经济或将增长2%，2011年增幅或为1.5%－报告
2010年台湾,1,7,2010年台湾对大陆投资大幅增长－报导
2010年亚洲,2,7,2010年亚洲最佳分析师评选：香港
2011年金价,2,7,2011年金价或将继续走高－普华永道调查
2011年中国,2,7,"2011年中国从伊朗进口原油2,776万吨，较上年增30%"
2012年美国,1,7,2012年美国高评级公司债发行量突破1万亿美元
欧洲银行业压力,2,7,2014年的欧洲银行业压力测试能消除所有压力麽？
150美元上方,1,7,2015年以前铁矿石价格将在每吨150美元上方－WoodMackenzie
2015年中国,1,7,2015年中国国产煤炭将丧失对进口煤炭的竞争力－Woodmac
香港IPO市场,1,7,361度国际有限公司首日上市收盘上涨8%，香港IPO市场复苏
BainCap,1,7,3Com股东接受BainCap收购提议，但后者已经放弃收购计划>COMS
22亿美元现金,1,7,3Com将被BainCapital以22亿美元现金收购
3iGroup,1,7,3iGroup准备成立一家人民币基金；倾向于寻找本地合作伙伴
一家人民币基金,1,7,3iGroup准备成立一家人民币基金；倾向于寻找本地合作伙伴
财政季度净利润,4,7,3M公司第三财政季度净利润增长6.7%，受利润率提高推动
2011年资本,2,7,"3M拟斥资1,000万美元在台湾建立研发中心；重申2011年资本支出"
5家基础投资者,1,7,5家基础投资者将向美国友邦保险投资19亿美元－合约细则
5家全球性企业,1,7,5家全球性企业参与印度BSNL的GSM线路采购投标
2010年以来,1,7,8月份美国ETF资金流出规模可能创2010年以来最高水平
ABPorts,2,7,ABPorts证实收到MacquarieConsortium至少每股840便士的收购提议
港元2007年,6,7,AbbeyNational将通过法国巴黎银行发行4亿港元2007年到期债券
ABCNews,3,7,ABCNews、纽约时报公司及CNN的电脑被病毒感染-CNN
Abertis,1,7,Abertis和Autostrade同意进行合并
ABInbev,1,7,ABInbev出售所持青岛啤酒部分股权，交易规模6.67亿美元
Accor计划,1,7,Accor计划加快在中国和印度的扩张
西班牙国家银行,11,7,ACS将出资22.2亿欧元向西班牙国家银行收购Fenosa22%的股份
Actavis,5,7,Actavis将以换股方式收购WarnerChilcott，交易价值50亿美元
Adaltis,1,7,Adaltis同意收购ShanghaiHuaTaiBiotechnology>ADS.T
公司流动性问题,2,7,AdelaideBank：市场关于公司流动性问题的传言不实
"205,000",1,7,"ADP：3月份私营部门就业人数增201,000人，预期增205,000人"
"179,000",1,7,"ADP：4月份私营部门就业人数增179,000人，预期增200,000人"
"200,000",1,7,"ADP：4月份私营部门就业人数增179,000人，预期增200,000人"
"190,000",2,7,"ADP：5月份私营部门就业人数仅增38,000人，预期增190,000人"
"209,000",1,7,"ADP：美国3月私营部门就业人数增209,000人，略超预期"
"162,000",2,7,"ADP：美国9月份私营部门就业人数增162,000人，略高于预期"
"522,000",1,7,"ADP预计美国1月份私人部门就业人数减少522,000人"
Aegon计划,1,7,Aegon计划出售台湾业务－消息人士
11.6亿美元,2,7,Aeroflot将以11.6亿美元购买八架波音777飞机；较目录价低47%
俄罗斯商业日报,7,7,AFKSistema计划获得在华移动通信牌照－《俄罗斯商业日报》
1.68亿英镑,1,7,AfricanMinerals作价1.68亿英镑向中国公司出售12.5%股权
Perrigo,1,7,AGL、BorgWarner、Perrigo和DollarTree成为标普500成份股
一家果汁生产商,1,7,Agrana收购中国一家果汁生产商50%的股份
50亿美元股票,2,7,AIG计划回购50亿美元股票以及出售20亿美元友邦保险股票
AIG薪酬问题,1,7,AIG薪酬问题令美国政府陷入两难
AIG亚洲业务,1,7,AIG亚洲业务纷纷与母公司划清界限
1.28亿美元,2,7,AkerKvaerner获得中海油价值1.28亿美元的钻探设备合同
Aldabra,1,7,Aldabra将以16.25亿美元现金加股票收购造纸业务>AII
64.5亿澳元,1,7,Alinta将以64.5亿澳元收购AGL的基础设施资产
Zinifex,2,7,AllegianceMining：Zinifex提出的要约是主动并看准时机的
Altadis,5,7,Altadis批准CVC和PAIPartners对其进行尽职调查
Alumina,1,7,Alumina称Alumar和Juruti项目成本走高
AMDL董事会,1,7,AMDL董事会批准收购中国制药公司
Aranesp,2,7,Amgen：研究发现Aranesp能提高血液中的血色素含量>AMGN
Fosamax,1,7,Amgen的研究结果表明Enbrel和Fosamax有疗效
药物顾问委员会,1,7,Amgen将就欧盟药物顾问委员会的负面意见提出上诉>AMGN
AMRCorp,1,7,AMRCorp.与全美航空宣布合并
4.93亿美元,1,7,Anadarko与科麦奇达成的交易包含4.93亿美元的终止费>APC
2007财年前,1,7,ANZNationalBank：2007财年前9个月利润较上年同期增长6%
37.5亿美元,1,7,Apache将作价37.5亿美元把墨西哥湾大陆架资产出售给Fieldwood
49.8亿美元,1,7,ApaxPartners牵头财团将以49.8亿美元收购KineticConcepts
Arcelor,55,7,Arcelor、米塔尔合并路途上遭遇新障碍
Dofasco,4,7,Arcelor将对Dofasco发出的收购要约延长至2月20日
Areva本周,1,7,Areva本周不会与中国签订核电厂协议－消息人士
一两家苹果之外,1,7,ARM总裁：今年将有一两家苹果之外的平板电脑生产商脱颖而出
平板电脑生产商,1,7,ARM总裁：今年将有一两家苹果之外的平板电脑生产商脱颖而出
32.6亿澳元,1,7,ArrowEnergy收到荷兰皇家壳牌及中国石油32.6亿澳元收购要约
一处煤层气区块,1,7,ArrowEnergy收购中国一处煤层气区块35%的权益
2.85亿美元,3,7,AsiaCementChina欲通过香港IPO筹资至多2.85亿美元-知情人士
Aurubis,1,7,Aurubis：中国今年下半年铜需求将继续上升
Liberty,1,7,Austar证实Foxtel与Liberty就收购公司事宜进行协商
Autoliv,1,7,Autoliv成为中国长城汽车战略供应商
Telenor,1,7,BainCapital与Telenor联手竞购波兰公司Polkomtel－知情人士
