entity,times,length,source 
RHJIntl考虑收购通用汽车旗下,1,17,RHJIntl考虑收购通用汽车旗下欧洲业务－消息人士>GM
RockwellCollins获得,3,17,RockwellCollins获得厦门航空公司的航空电子设备订单>COL
SABMiller在华合资企业将在,1,17,SABMiller在华合资企业将在中国进行两笔收购交易>SAB.JO
SAS首席执行长：1年内将开辟一条,2,17,SAS首席执行长：1年内将开辟一条斯德哥尔摩至北京的新航线
SBIHoldings计划通过发行,2,17,SBIHoldings计划通过发行香港存托凭证筹资不超过3.28亿美元
SCFirstBank、汇丰控股和,1,17,SCFirstBank、汇丰控股和巴克莱向LGCard发出收购提议-报导
国际信托出价人民币19.2亿元投得,1,17,SOHO中国与北京国际信托出价人民币19.2亿元投得北京一幅地块
St.PaulTravelers与,1,17,St.PaulTravelers与苏黎世金融服务讨论合并可能性>STA
SuezCEO：GDFSuez将在,3,17,SuezCEO：GDFSuez将在欧洲能源业整合中扮演重要角色-3-
TechMahindra可放手重组,1,17,TechMahindra可放手重组萨蒂扬－报导
Telefonica董事长：无意在,1,17,Telefonica董事长：无意在欧洲进行更多并购
Telefonica准备在年底前将,1,17,Telefonica准备在年底前将中国网通股权增加一倍>TEF
TeliaSonera董事会拒绝了,1,17,TeliaSonera董事会拒绝了法国电信的收购提议
TransenseTech子公司与,1,17,TransenseTech子公司与青岛软控达成独家分销协议
Transneft首席执行长坚称沿,1,17,Transneft首席执行长坚称沿贝加尔湖的石油管道是安全的
UbiquitySoftware与,1,17,UbiquitySoftware与中国华为技术签署合作协议
Valero据称正就收购雪佛龙旗下,1,17,Valero据称正就收购雪佛龙旗下英国炼油厂事宜展开谈判－彭博
Vallar将以30亿美元收购两家,1,17,Vallar将以30亿美元收购两家印尼公司的股权
Veolia子公司参股的合资公司在,1,17,Veolia子公司参股的合资公司在中国获得废物管理合同
Verizon首席财务长认为不会与,1,17,Verizon首席财务长认为不会与沃达丰在短期内达成交易>VODVZ
Wilmar证实已指定三家银行负责,1,17,Wilmar证实已指定三家银行负责中国业务IPO筹备工作
WooriFinance：无意投资,1,17,WooriFinance：无意投资雷曼兄弟－联合通讯社
YellowRoadway计划拓展,1,17,YellowRoadway计划拓展中国业务，更名为YRCWorldwide
铝业(Alcan)首席执行长：预计,1,17,阿尔坎铝业(Alcan)首席执行长：预计中国的铝需求将增长
阿里巴巴推出新业务帮助日资企业打入,1,17,阿里巴巴推出新业务帮助日资企业打入中国市场
阿里巴巴为可能与雅虎进行的交易聘请,1,17,阿里巴巴为可能与雅虎进行的交易聘请美国游说公司－路透社
产量将因停产检修下降14万桶/日－,1,17,阿塞拜疆Azeri油田产量将因停产检修下降14万桶/日－英国石油
"石油及Eni投1,000亿美元开发",1,17,"埃克森美孚、英国石油及Eni投1,000亿美元开发伊拉克油田-官员"
埃克森美孚PNGLNG项目已吸引两,1,17,埃克森美孚PNGLNG项目已吸引两日本客户和一台湾客户－报导
埃克森美孚与InterOil就投资,1,17,埃克森美孚与InterOil就投资巴布亚新几内亚天然气资产谈判
在几个月内不需要通过发债筹集资金－,1,17,爱尔兰在几个月内不需要通过发债筹集资金－爱尔兰国库管理局
爱立信上半年敲定价值5.5亿美元的,1,17,爱立信上半年敲定价值5.5亿美元的中国GSM网络扩建合同
将致力于提高自有矿山铁矿石产量－路,1,17,安赛乐米塔尔将致力于提高自有矿山铁矿石产量－路透社
报债：Macquarie预计将竞购,1,17,澳大利亚报债：Macquarie预计将竞购法国TDF
和Computershare对收购,1,17,澳大利亚麦格理银行和Computershare对收购伦敦证交所保持沉默
将筹资至多28.5亿澳元，有意收购,1,17,澳新银行将筹资至多28.5亿澳元，有意收购苏格兰皇家银行资产
白宫预算：2008年住房市场将阻碍,1,17,白宫预算：2008年住房市场将阻碍美国经济增长
百度首席执行长：高股价验证了公司在,1,17,百度首席执行长：高股价验证了公司在中国的地位
百胜餐饮第三财季利润增长23%，因,1,17,百胜餐饮第三财季利润增长23%，因美国市场销售额继续上升
宝马汽车1月份销量增长6.6%，受,1,17,宝马汽车1月份销量增长6.6%，受中国市场的强劲需求提振
宝马汽车首席执行长：公司计划在旗下,1,17,宝马汽车首席执行长：公司计划在旗下中国新工厂生产X1车型
经济能消化近期市场不稳造成的损失－,1,17,鲍尔森：美国经济能消化近期市场不稳造成的损失－纽约时报
控股寻求将10年期债券收益率定在较,1,17,北京控股寻求将10年期债券收益率定在较美债高275个基点－文件
已向监管部门提出增发H股申请－公司,1,17,北京首都机场已向监管部门提出增发H股申请－公司董秘
汇市综述：美元走高，市场交投淡静；,2,17,北美汇市综述：美元走高，市场交投淡静；希腊局势仍受关注
本田汽车称零部件供应短缺很可能导致,1,17,本田汽车称零部件供应短缺很可能导致美国工厂间歇性停产
必和必拓本财年将投资45亿美元开发,1,17,必和必拓本财年将投资45亿美元开发美国页岩资产
必和必拓斥资47.5亿美元收购切萨,1,17,必和必拓斥资47.5亿美元收购切萨皮克能源的页岩资产>CHK
标普管理人士：未来两年应该不会下调,1,17,标普管理人士：未来两年应该不会下调法国和英国评级－报导
不会向Gazprom支付更多资金－,1,17,不会向Gazprom支付更多资金－乌克兰Naftogaz
部分英资银行将在第二季度财报中公布,1,17,部分英资银行将在第二季度财报中公布希腊债务减记－知情人士
基建牵头财团将以24.1亿英镑收购,2,17,长江基建牵头财团将以24.1亿英镑收购英国NorthumbrianWater
大唐发电将以人民币13.5亿元收购,1,17,大唐发电将以人民币13.5亿元收购渝能集团
大众汽车首席财务长：06年将向实现,1,17,大众汽车首席财务长：06年将向实现美国业务盈亏平衡大步迈进
"戴姆勒计划投资7,000万欧元新建",1,17,"戴姆勒计划投资7,000万欧元新建梅塞德斯汽车外壳冲压设施"
戴姆勒考虑条件成熟时以人民币作为对,1,17,戴姆勒考虑条件成熟时以人民币作为对中国出口合同的计价货币
HeidelbergCement与,1,17,德国HeidelbergCement与冀东水泥在中国北方建立合资企业
报摘：EADS的联席首席执行长希望,1,17,德国报摘：EADS的联席首席执行长希望波音公司作出让步
交易所：持股逾80%的股东赞成其与,1,17,德意志交易所：持股逾80%的股东赞成其与纽约泛欧交易所合并
再度赢得全球最大外汇交易行桂冠-《,1,17,德意志银行再度赢得全球最大外汇交易行桂冠-《欧洲货币》调查
抵押贷款保险公司PMI主要子公司被,1,17,抵押贷款保险公司PMI主要子公司被亚利桑那州保险监管部门接管
以外铝市场同比供应过剩100万吨-,1,17,第二季度中国以外铝市场同比供应过剩100万吨-挪威海德鲁公司
电讯盈科旗下盈大地产正在商讨出售其,1,17,电讯盈科旗下盈大地产正在商讨出售其北京盈科中心的权益
东方航空：在收到正式提议之前不会对,2,17,东方航空：在收到正式提议之前不会对中国航空集团出价置评
股市收盘跌10.6%，创2008年,2,17,东京股市收盘跌10.6%，创2008年雷曼兄弟破产来最大单日跌幅
股东否决了股东决定高管薪酬的方案－,1,17,杜邦公司股东否决了股东决定高管薪酬的方案－美联社
"3月份石油日产量1,012万桶，创",1,17,"俄罗斯3月份石油日产量1,012万桶，创苏联解体以来最高水平"
RussianAluminum收购,1,17,俄罗斯RussianAluminum收购中国一家阴极碳素厂>RAL.YY
财政部长：除Dexia以外没有其他,1,17,法国财政部长：除Dexia以外没有其他法国银行需要救助
家电生产商SEB收购苏泊尔意在走近,1,17,法国家电生产商SEB收购苏泊尔意在走近中国消费者
奢侈品巨头PPRSA拟通过并购扩张,1,17,法国奢侈品巨头PPRSA拟通过并购扩张中国版图
时装零售商Morgan申请破产－《,1,17,法国时装零售商Morgan申请破产－《费加罗报》
兴业第四财季利润不及预期，受重组及,3,17,法国兴业第四财季利润不及预期，受重组及希腊国债减记拖累
方兴地产将斥资人民币110亿元收购,2,17,方兴地产将斥资人民币110亿元收购金茂集团
飞利浦将以人民币2.045亿元收购,5,17,飞利浦将以人民币2.045亿元收购TCL集团5%的股份-2-
菲亚特、通用汽车等领先汽车厂商将在,1,17,菲亚特、通用汽车等领先汽车厂商将在俄罗斯投资62亿美元
菲亚特提高对通用汽车旗下欧宝的报价,1,17,菲亚特提高对通用汽车旗下欧宝的报价－德国经济部长
菲亚特为潜在的欧宝交易选定顾问行，,1,17,菲亚特为潜在的欧宝交易选定顾问行，德国政府设定最后期限
丰德丽控股：与Taubman就出售,1,17,丰德丽控股：与Taubman就出售澳门项目股份达成的协议终止
丰田计划在9月份恢复周末生产计划－,1,17,丰田计划在9月份恢复周末生产计划－日本共同社
丰田汽车：将从2010年年中开始在,1,17,丰田汽车：将从2010年年中开始在英国生产Auris混合动力车
丰田汽车计划投入10亿美元刺激其在,1,17,丰田汽车计划投入10亿美元刺激其在美国市场的销量
丰田汽车将恢复超时运营，以提高新款,1,17,丰田汽车将恢复超时运营，以提高新款普锐斯产量－报导
丰田汽车将于今年12月或明年1月在,1,17,丰田汽车将于今年12月或明年1月在印度推出Etios小型车
丰田汽车总裁：考虑成立一家重点负责,1,17,丰田汽车总裁：考虑成立一家重点负责日本营销业务的新公司
丰田汽车总裁：要求公司迅速行动解决,1,17,丰田汽车总裁：要求公司迅速行动解决普锐斯的问题
福特汽车和日产汽车共获得75亿美元,1,17,福特汽车和日产汽车共获得75亿美元美国能源部贷款>F
福田汽车将斥资人民币29.6亿元在,1,17,福田汽车将斥资人民币29.6亿元在北京建多功能车工厂
富邦人寿将出资至多新台币13亿元在,1,17,富邦人寿将出资至多新台币13亿元在越南设立寿险子公司
富达国际的Bolton将成立专注于,1,17,富达国际的Bolton将成立专注于中国的基金－《金融时报》
富力地产作价人民币17.1亿元出售,1,17,富力地产作价人民币17.1亿元出售北京一处商用物业
富士康计划以新台币10.5亿元收购,1,17,富士康计划以新台币10.5亿元收购台湾位速科技24%的股权
港华燃气将斥资人民币3.5亿元收购,1,17,港华燃气将斥资人民币3.5亿元收购四川绵阳天能燃气
"从信金中央金库购买5,700万美元",1,17,"高盛从信金中央金库购买5,700万美元雷曼兄弟的破产债务"
高盛子公司有意收购Veolia旗下,1,17,高盛子公司有意收购Veolia旗下英国水务资产－《金融时报》
更新：Coach拟11月初申请发行,1,17,更新：Coach拟11月初申请发行香港预托证券－知情人士
更新：保利地产斥资人民币30亿元在,1,17,更新：保利地产斥资人民币30亿元在中国三个城市收购多幅地块
实业牵头财团将以6.45亿英镑收购,1,17,更新：长江实业牵头财团将以6.45亿英镑收购英国天然气公司
与国开行签署20亿美元贷款协议－厄,1,17,更新：厄瓜多尔与国开行签署20亿美元贷款协议－厄瓜多尔政府
大通即将达成协议以每股10美元收购,1,17,更新：摩根大通即将达成协议以每股10美元收购贝尔斯登
更新：摩托罗拉宣布全球裁员计划涉及,1,17,更新：摩托罗拉宣布全球裁员计划涉及中国
与中海油谈判，拟将勘探生产合作扩至,1,17,更新：台湾中油与中海油谈判，拟将勘探生产合作扩至中国东海
更新:太古地产拟将债券收益率定在较,1,17,更新:太古地产拟将债券收益率定在较美债高280-285个基点-细则
更新∶更多央行就客户资料泄密一事向,1,17,更新∶更多央行就客户资料泄密一事向彭博提出问询
更正：EBay首席执行长称将专注于,1,17,更正：EBay首席执行长称将专注于中国出口市场－彭博资讯
铝业计划通过17亿美元的换股方案将,1,17,更正：中国铝业计划通过17亿美元的换股方案将包头铝业摘牌
发展货运子公司将分拆上市，上市地在,4,17,更正重发：天津发展货运子公司将分拆上市，上市地在香港
更正重发：中海油：最早于明年初启动,1,17,更正重发：中海油：最早于明年初启动南海钻探项目
更正重发：中华电信售股结果将在周四,1,17,更正重发：中华电信售股结果将在周四格林威治时间0730后公布
公司Bancroft家族将在周一与,1,17,公司Bancroft家族将在周一与默多克会面－消息人士
攻击西门子工业控制系统的电脑病毒在,1,17,攻击西门子工业控制系统的电脑病毒在中国传播－新华社
谷歌(Google)创始人称为遵守,1,17,谷歌(Google)创始人称为遵守中国政府的规定而放弃了一些原则
谷歌公布4.4万亿美元计划旨在降低,1,17,谷歌公布4.4万亿美元计划旨在降低美国对化石燃料依赖程度
谷歌计划通过增加投资和技术投入拓展,1,17,谷歌计划通过增加投资和技术投入拓展中国市场－首席执行长
谷歌计划增加雇员，新雇员主要集中在,1,17,谷歌计划增加雇员，新雇员主要集中在欧洲-《金融时报》
股闻天下：Fed超宽松货币政策推动,1,17,股闻天下：Fed超宽松货币政策推动美国银行业回购融资升温
股闻天下：RBS新年愿望：成功出售,1,17,股闻天下：RBS新年愿望：成功出售亚洲业务
股闻天下：大陆地产类股投资前景好于,1,17,股闻天下：大陆地产类股投资前景好于香港同类股
股闻天下∶Loeb的索尼拆分提议让,1,17,股闻天下∶Loeb的索尼拆分提议让日本企业界刮起变革的春风
希望明年通过上市筹集资金7亿美元-,1,17,广东发展银行希望明年通过上市筹集资金7亿美元-花旗集团
"将出资人民币8,100万元全面收购",1,17,"广东科龙将出资人民币8,100万元全面收购成都科龙其余30%股权"
代表团赴台参访期间将采购52亿美元,1,17,广东省代表团赴台参访期间将采购52亿美元台湾商品－报导
国泰航空4月1日至15日将减少飞往,1,17,国泰航空4月1日至15日将减少飞往日本的航班数量
KazMunaiGaz拟修建一条到,1,17,哈萨克斯坦油气公司KazMunaiGaz拟修建一条到中国的天然气管线
电力将在一家资产为13.4亿美元的,1,17,韩国电力将在一家资产为13.4亿美元的中国合资公司中参股34%
金融服务委员会：市场状况好转后再将,1,17,韩国金融服务委员会：市场状况好转后再将韩国产业银行私有化
"关联企业将斥资4,385亿美元收购",1,17,"韩进集团关联企业将斥资4,385亿美元收购中国一项目72%的股权"
瀚宇彩晶、鸿准精密和宏达国际被纳入,1,17,瀚宇彩晶、鸿准精密和宏达国际被纳入台湾50指数成份股
将斥资人民币2.706亿元增持旗下,1,17,和记黄埔将斥资人民币2.706亿元增持旗下深圳港口合资公司股份
皇家壳牌否认计划在未来数月出售主要,1,17,荷兰皇家壳牌否认计划在未来数月出售主要尼日利亚资产－部长
宏达国际将斥资新台币33.8亿元在,1,17,宏达国际将斥资新台币33.8亿元在台北县兴建研发中心总部大楼
"宏达国际拟斥资4,000万美元收购",1,17,"宏达国际拟斥资4,000万美元收购美国游戏公司Onlive的部分股权"
"3月底前将再次裁员2,000人－《",1,17,"花旗集团3月底前将再次裁员2,000人－《纽约时报》"
聘用ZhangWendong任旗下,1,17,花旗集团聘用ZhangWendong任旗下中国投资银行业务董事总经理
华人置业主席以14.5亿港元价格向,1,17,华人置业主席以14.5亿港元价格向英国对冲基金出售股份
Agaoglu签署风机供应框架协议,1,17,华锐风电与土耳其公司Agaoglu签署风机供应框架协议－新华社
华润创业将从合资伙伴处收购华润雪花,1,17,华润创业将从合资伙伴处收购华润雪花滨州剩余权益
华润创业将以人民币36.9亿元收购,1,17,华润创业将以人民币36.9亿元收购江西洪客隆百货
"华硕电脑将投资5,000万美元，在",1,17,"华硕电脑将投资5,000万美元，在中国大陆新建销售公司"
汇丰控股主席：需要1至3年时间解决,1,17,汇丰控股主席：需要1至3年时间解决美国抵押贷款问题－报导
汇丰首席经济学家Bloxham预计,1,17,汇丰首席经济学家Bloxham预计澳央行10月份将维持利率不变
不再向汽车零部件制造商签发保单－《,1,17,加拿大保险商不再向汽车零部件制造商签发保单－《纽约时报》
嘉德置地将以约1.526亿新元出售,1,17,嘉德置地将以约1.526亿新元出售中国的一处住宅用地
的合资企业斥资1.374亿新元收购,1,17,嘉德置地在中国的合资企业斥资1.374亿新元收购中国三块土地
嘉德置地作价18.1亿港元出售所持,1,17,嘉德置地作价18.1亿港元出售所持香港美国国际集团大厦股份
嘉士伯将斥资人民币6亿元进一步收购,1,17,嘉士伯将斥资人民币6亿元进一步收购重庆嘉酿18.58%股权
贱金属：LME贱金属多数下跌，铝价,1,17,贱金属：LME贱金属多数下跌，铝价逆市上涨
贱金属：LME贱金属收盘持平；等待,1,17,贱金属：LME贱金属收盘持平；等待贝南克讲话、欧洲央行决定
"企业计划以人民币6,000万元收购",1,17,"金匡企业计划以人民币6,000万元收购内蒙古一甲醇项目"
与招商地产以人民币10.1亿元购得,1,17,九龙仓集团与招商地产以人民币10.1亿元购得苏州一地块
海外发展斥资人民币75亿元联手购得,1,17,九龙仓与中国海外发展斥资人民币75亿元联手购得重庆一幅地块
据称日产汽车将投资7.85亿美元在,1,17,据称日产汽车将投资7.85亿美元在中国大连建厂－路透社
据信大都会保险可能在4月份之前出售,1,17,据信大都会保险可能在4月份之前出售台湾子公司－路透社
卡夫食品获得90亿美元贷款用于收购,1,17,卡夫食品获得90亿美元贷款用于收购吉百利－报导
商用设立10亿美元私募股权基金投资,4,17,凯德商用设立10亿美元私募股权基金投资中国零售商业地产开发
凯雷投资集团Rubenstein：,2,17,凯雷投资集团Rubenstein：亚洲对私人资本的吸引力非常大
壳牌、中资石油公司可能联合竞标开发,1,17,壳牌、中资石油公司可能联合竞标开发伊拉克油田－消息人士
壳牌：诺科炼油厂开工率达到95%；,1,17,壳牌：诺科炼油厂开工率达到95%；康文特炼油厂恢复正常运营
壳牌：输油管道被损坏导致减少部分在,1,17,壳牌：输油管道被损坏导致减少部分在尼日利亚的石油产量
克莱斯勒CEO：与奇瑞汽车的合作对,1,17,克莱斯勒CEO：与奇瑞汽车的合作对美国业务及就业具有重要意义
空中客车：WTO料将在3-5年内对,1,17,空中客车：WTO料将在3-5年内对美国和欧盟的贸易争端作出裁定
能源欲以至多人民币22.1亿元收购,1,17,昆仑能源欲以至多人民币22.1亿元收购中国石油大连LNG业务
"斥资人民币3,000万元收购奇梦达",1,17,"浪潮集团斥资人民币3,000万元收购奇梦达中国研发中心－报导"
恢复大规模石油出口可能要数年时间－,3,17,利比亚恢复大规模石油出口可能要数年时间－英国石油经济学家
"联发科技将斥资3,500万美元收购",1,17,"联发科技将斥资3,500万美元收购瑞典无线技术公司Coresonic"
联合包裹运送服务公司(UPS)获得,1,17,联合包裹运送服务公司(UPS)获得美国航空邮件服务合同>UPS
联合利华有意收购卷入牙膏安全问题的,1,17,联合利华有意收购卷入牙膏安全问题的中国公司－报导
"将裁员约1,000人，并把总部迁至",1,17,"联想集团将裁员约1,000人，并把总部迁至北卡罗来纳州"
联想计划发行美元计价债券，下周一起,1,17,联想计划发行美元计价债券，下周一起亚洲、欧洲路演－消息
联想料将赴台采购27亿美元电子产品,1,17,联想料将赴台采购27亿美元电子产品－台湾官员
六家私人资本运营公司有意收购AIG,1,17,六家私人资本运营公司有意收购AIG台湾子公司－消息人士
地产以人民币35.7亿元的价格竞得,1,17,龙湖地产以人民币35.7亿元的价格竞得杭州市一幅地块
麦当劳第三财季利润增长8.6%，受,1,17,麦当劳第三财季利润增长8.6%，受欧美同店销售额增长提振>MCD
高梅金殿梦幻的Murren将加大对,1,17,美高梅金殿梦幻的Murren将加大对澳门业务的关注力度－报导
SEC调查电影公司在华经营情况－路,1,17,美国SEC调查电影公司在华经营情况－路透社
存托凭证：ADR收盘涨跌互见，等待,1,17,美国存托凭证：ADR收盘涨跌互见，等待美国非农就业数据
存托凭证：ADR收盘走低，市场担忧,1,17,美国存托凭证：ADR收盘走低，市场担忧欧洲经济增长
存托凭证：ADR收盘走低，受低迷的,1,17,美国存托凭证：ADR收盘走低，受低迷的欧洲经济数据拖累
存托凭证：ADR收盘走低，受疲软的,1,17,美国存托凭证：ADR收盘走低，受疲软的美国数据拖累
存托凭证：ADR收盘走高，市场关注,1,17,美国存托凭证：ADR收盘走高，市场关注美国财政悬崖谈判
存托凭证：ADR收盘走高，受良好的,2,17,美国存托凭证：ADR收盘走高，受良好的欧洲经济数据提振
存托凭证：ADR收盘走高，受强劲的,2,17,美国存托凭证：ADR收盘走高，受强劲的德国投资者信心数据推动
存托凭证：ADR走低，受公司业绩和,1,17,美国存托凭证：ADR走低，受公司业绩和美国债务谈判僵局拖累
存托凭证：ADR走高，因标准普尔就,1,17,美国存托凭证：ADR走高，因标准普尔就法国评级消息作出澄清
调查Libor操纵案的重点对象包括,1,17,美国调查Libor操纵案的重点对象包括美国银行、花旗和瑞银
国防部长：因F-35战斗机问题拒付,1,17,美国国防部长：因F-35战斗机问题拒付洛克希德-马丁6.14亿美元
即将出售旗下部分保险业务子公司－路,1,17,美国国际集团即将出售旗下部分保险业务子公司－路透社
就Alcatel-Lucent侵犯,1,17,美国国际贸易委员会就Alcatel-Lucent侵犯微软专利展开调查
就空中客车补贴案所提申诉的70%被,1,17,美国就空中客车补贴案所提申诉的70%被世界贸易组织驳回
铝业首席执行长对销售前景非常乐观－,1,17,美国铝业首席执行长对销售前景非常乐观－彭博资讯
破产法院法官批准Spansion将,1,17,美国破产法院法官批准Spansion将新加坡子公司出售给力成科技
商品市场：铂价升至近一个月高点，因,1,17,美国商品市场：铂价升至近一个月高点，因南非供应存忧
美银证券将成为TradeWeb上的,1,17,美银证券将成为TradeWeb上的欧洲国债交易商
都选择中化集团为Roundup产品,1,17,孟山都选择中化集团为Roundup产品澳大利亚和新西兰独家分销商
大通建议投资者购买根据国际法发行的,1,17,摩根大通建议投资者购买根据国际法发行的葡萄牙国债
大通接近达成协议以每股10美元收购,1,17,摩根大通接近达成协议以每股10美元收购贝尔斯登－消息人士
摩根士丹利地产基金MSREF收购了,1,17,摩根士丹利地产基金MSREF收购了香港地产公司Shama多数股权
摩根士丹利任命SeanChao担任,1,17,摩根士丹利任命SeanChao担任台湾业务首席执行长
信用评级仍为AAA，评级前景为稳定,1,17,穆迪发言人：美国信用评级仍为AAA，评级前景为稳定－路透社
那斯达克：预计06-08年将有大批,1,17,那斯达克：预计06-08年将有大批中国公司赴那斯达克上市>NDAQ
科技、华亚科技及美光科技将共同寻求,1,17,南亚科技、华亚科技及美光科技将共同寻求台湾政府资助－报导
泛欧CEO：不会在ICE交易中出售,1,17,纽约泛欧CEO：不会在ICE交易中出售欧洲交易所－报导
汇市早盘：美元兑增长型货币走低，受,3,17,纽约汇市早盘：美元兑增长型货币走低，受中国数据影响
汇市早盘：美元接近15个月低点，因,2,17,纽约汇市早盘：美元接近15个月低点，因亚洲数据表现良好
汇市早盘：美元下滑，因市场仍在关注,3,17,纽约汇市早盘：美元下滑，因市场仍在关注美国宽松货币政策
汇市早盘：美元早盘走低，此后将公布,3,17,纽约汇市早盘：美元早盘走低，此后将公布美国经济数据
汇市早盘：欧元、英镑兑美元走高，受,3,17,纽约汇市早盘：欧元、英镑兑美元走高，受美国股指期货推动
汇市早盘：欧元/美元反弹；市场期待,3,17,纽约汇市早盘：欧元/美元反弹；市场期待希腊救助计划
汇市早盘：欧元兑美元走低，受市场对,3,17,纽约汇市早盘：欧元兑美元走低，受市场对欧洲央行预期影响
汇市早盘：欧元和增长型货币走高，受,3,17,纽约汇市早盘：欧元和增长型货币走高，受美国就业数据提振
汇市早盘：欧元接近年内高点，英镑和,3,17,纽约汇市早盘：欧元接近年内高点，英镑和澳元创下新高
汇市早盘：欧元区数据推动欧元上涨；,3,17,纽约汇市早盘：欧元区数据推动欧元上涨；美国数据打击美元
汇市早盘：欧元升至近11周来高位；,3,17,纽约汇市早盘：欧元升至近11周来高位；美国数据拖累美元
汇市早盘：欧元微幅走高，因欧盟接受,3,17,纽约汇市早盘：欧元微幅走高，因欧盟接受希腊赤字削减方案
8家上市企业存重大内控缺陷，包括,1,16,8家上市企业存重大内控缺陷，包括佛山照明及北大荒等-财政部
AbbeyNational将通过,1,16,AbbeyNational将通过法国巴黎银行发行4亿港元2007年到期债券
AdidasGroup控制锐步在,1,16,AdidasGroup控制锐步在中国的分销权
AfricanMinerals与,1,16,AfricanMinerals与山东钢铁集团签署修改后投资协议
Albermarle将把所持两家,1,16,Albermarle将把所持两家中国合资企业的股权从25%增至75%
AlleghenyEnergy：,1,16,AlleghenyEnergy：宾夕法尼亚州环境保护机构对其提起诉讼>AYE
Anadarko可能裁减500名,1,16,Anadarko可能裁减500名休斯顿雇员，受资产出售影响
Antofagasta管理人士称,3,16,Antofagasta管理人士称中国正在补充铜库存，但实际需求放缓
Apache、Esso获准开采的,1,16,Apache、Esso获准开采的北海油田数量居首
ArrowEnergy：壳牌携手,1,16,ArrowEnergy：壳牌携手中国石油收购公司的交易仍在进行中
ArrowEnergy签署协议在,1,16,ArrowEnergy签署协议在中国新疆成立煤层甲烷开采合资公司
AsahiBreweries拟与,1,16,AsahiBreweries拟与青岛啤酒在华新建合资公司－日本广播协会
AXAAsiaPacific延长,1,16,AXAAsiaPacific延长澳洲银行收购交易期限以满足监管要求
、Oaktree将联手中信金竞购,1,16,Bain、Oaktree将联手中信金竞购美国国际集团子公司－彭博
Barron&apos;s交易员,1,16,Barron&apos;s交易员周记：中国股市涨势可能难以持久
Bellzone接受数十亿美元的,1,16,Bellzone接受数十亿美元的几内亚铁矿石开采融资协议
Blackstone首席执行长：,1,16,Blackstone首席执行长：中国政府参股Blackstone将使美国受益
Blackstone首席执行长称,1,16,Blackstone首席执行长称中国收购其股份受到美国政府欢迎
BukitAsam的合资子公司与,1,16,BukitAsam的合资子公司与印尼国有电力企业签署售电协议
Bupa将斥资3.55亿美元收购,1,16,Bupa将斥资3.55亿美元收购香港卓健医疗服务中心
CapeLambertIron：,1,16,CapeLambertIron：澳大利亚批准中冶集团的投资项目
CapitalOne正就收购汇丰,1,16,CapitalOne正就收购汇丰美国信用卡业务进行深入商谈－知情人
和雅虎之间有关搜索业务的交易－路,1,16,CarlIcahn看好微软和雅虎之间有关搜索业务的交易－路透社
ComScore：10月份谷歌、,1,16,ComScore：10月份谷歌、微软在美国互联网搜索市场的份额增加
ComScore：11月份谷歌、,1,16,ComScore：11月份谷歌、微软在美国互联网搜索市场份额上升
ComScore∶9月份谷歌仍是,1,16,ComScore∶9月份谷歌仍是美国互联网搜索市场的领头羊
ContinentalAG将收购,1,16,ContinentalAG将收购中国孚冈合力电器
CVC聘请CIMB、摩根士丹利和,1,16,CVC聘请CIMB、摩根士丹利和瑞士银行就股权出售交易提供谘询
Deminor可能针对汇丰控股和,1,16,Deminor可能针对汇丰控股和瑞士银行采取法律行动
Dexia将作价7.3亿欧元出售,1,16,Dexia将作价7.3亿欧元出售卢森堡子公司
Dexia救助方案将在未来三年对,1,16,Dexia救助方案将在未来三年对比利时的预算产生影响
DPWorld作价15亿澳元将其,1,16,DPWorld作价15亿澳元将其澳大利亚港口75%股权售给花旗基金
EBay旗下PayPal子公司在,1,16,EBay旗下PayPal子公司在加利福尼亚州遭到指控>EBAY
Fed任命大都会艺术博物馆馆长为,1,16,Fed任命大都会艺术博物馆馆长为纽约联储董事长
FelixResources同意,5,16,FelixResources同意兖州煤业的收购提议
FortescueMetals和,1,16,FortescueMetals和葛洲坝将就工程和采购服务进行磋商
Fortescue首席执行长：与,4,16,Fortescue首席执行长：与中国达成的铁矿石价格是公平合理的
GalleonHoldings与,2,16,GalleonHoldings与湖南卫视签署合作协议
Gapzrom可能以3%股权收购,1,16,Gapzrom可能以3%股权收购乌克兰Naftogaz半数股份－报导
Gateway在被宏基收购后将自,1,16,Gateway在被宏基收购后将自纽约证交所退市－交易顾问
GDFSuez在条件允许时将进入,1,16,GDFSuez在条件允许时将进入中国市场－报导
GindalbieMetals：,1,16,GindalbieMetals：鞍山钢铁集团提出替代性融资建议
GlobalAlumina终止与,1,16,GlobalAlumina终止与中国铝业公司的氧化铝销售协议谈判
H&amp;M第三季度利润增长；,1,16,H&amp;M第三季度利润增长；中国市场扩张速度最快
Healthscope：推荐接受,1,16,Healthscope：推荐接受凯雷和TPG每股6.26澳元的收购报价
HendersonGlobal与,1,16,HendersonGlobal与摩根大通签署对冲基金服务协议>JPM
"Inco将斥资6,300万美元在",1,16,"Inco将斥资6,300万美元在中国建造镍生产厂>N"
JCDecaux签署协议收购媒体,1,16,JCDecaux签署协议收购媒体伯乐73.38%的股份
Kazakhmys董事会批准其在,1,16,Kazakhmys董事会批准其在香港第二上市计划
KleinerPerkins将在,1,16,KleinerPerkins将在北京设代表处
